[2026-06-21T08:23:27.229607] $MAD poller starting...
[2026-06-21T00:23:28.002557+00:00] Price: $0.001954 | Vol24h: $15976.39 | MCap: $959269
[2026-06-21T11:20:19.142858+00:00] Price: $0.002009 | Vol24h: $24828.28 | MCap: $986451
[2026-06-21T11:25:19.611608+00:00] Price: $0.002004 | Vol24h: $24844.35 | MCap: $983803
[2026-06-21T11:30:20.232829+00:00] Price: $0.002004 | Vol24h: $24844.35 | MCap: $983803
[2026-06-21T11:35:20.790590+00:00] Price: $0.002004 | Vol24h: $24842.87 | MCap: $983803
[2026-06-21T11:40:21.590517+00:00] Price: $0.002004 | Vol24h: $24842.87 | MCap: $983803
[2026-06-21T11:45:22.149395+00:00] Price: $0.002004 | Vol24h: $24842.87 | MCap: $983803
[2026-06-21T11:50:23.399103+00:00] Price: $0.002004 | Vol24h: $24833.43 | MCap: $983803
[2026-06-21T11:55:23.902587+00:00] Price: $0.002004 | Vol24h: $24784.94 | MCap: $983803
[2026-06-21T12:00:24.411098+00:00] Price: $0.002004 | Vol24h: $24784.94 | MCap: $983803
[2026-06-21T12:05:25.857720+00:00] Price: $0.001993 | Vol24h: $24795.36 | MCap: $978235
[2026-06-21T12:10:26.961467+00:00] Price: $0.001995 | Vol24h: $24796.45 | MCap: $979593
[2026-06-21T12:15:27.546369+00:00] Price: $0.001995 | Vol24h: $24796.45 | MCap: $979593
[2026-06-21T12:20:27.976407+00:00] Price: $0.001995 | Vol24h: $24796.45 | MCap: $979593
[2026-06-21T12:25:28.719333+00:00] Price: $0.001965 | Vol24h: $24806.27 | MCap: $964490
[2026-06-21T12:30:29.245324+00:00] Price: $0.001990 | Vol24h: $24806.37 | MCap: $976982
[2026-06-21T12:35:29.813850+00:00] Price: $0.001990 | Vol24h: $24802.57 | MCap: $977157
[2026-06-21T12:40:31.416234+00:00] Price: $0.001938 | Vol24h: $25426.01 | MCap: $951515
[2026-06-21T12:45:31.985452+00:00] Price: $0.001941 | Vol24h: $25426.1 | MCap: $952691
[2026-06-21T12:50:32.586247+00:00] Price: $0.001941 | Vol24h: $25431.32 | MCap: $952878
[2026-06-21T12:55:33.178882+00:00] Price: $0.001947 | Vol24h: $25413.53 | MCap: $955904
[2026-06-21T13:00:33.821571+00:00] Price: $0.001947 | Vol24h: $25413.43 | MCap: $955904
[2026-06-21T13:05:34.598965+00:00] Price: $0.001951 | Vol24h: $25414.56 | MCap: $958023
[2026-06-21T13:10:35.291721+00:00] Price: $0.001951 | Vol24h: $25414.56 | MCap: $958023
[2026-06-21T13:15:36.360055+00:00] Price: $0.001951 | Vol24h: $25414.46 | MCap: $958023
[2026-06-21T13:20:36.821099+00:00] Price: $0.001951 | Vol24h: $25414.46 | MCap: $958023
[2026-06-21T13:25:37.302722+00:00] Price: $0.001951 | Vol24h: $25414.46 | MCap: $958023
[2026-06-21T13:30:38.857058+00:00] Price: $0.001908 | Vol24h: $26074.47 | MCap: $936576
[2026-06-21T13:35:39.440960+00:00] Price: $0.001903 | Vol24h: $26084.32 | MCap: $934178
[2026-06-21T13:40:40.021545+00:00] Price: $0.001901 | Vol24h: $26088.69 | MCap: $933240
[2026-06-21T13:45:40.990609+00:00] Price: $0.001902 | Vol24h: $26091.28 | MCap: $933873
